NOB ORIGINAL	SME_Finland	komm	SME2_Finland	SME_Norge	SME2_Norge	FIN MANUELL	SME APERTIUM	NOBSME Google	FINSME google	NOBSME TARTU	FINSME TARTU	
våkenhet						valveillaolo		várrugasvuohta	leahkit várrogas	gozuid alde	čalmmehisvuohta	
overvåkning	bearráigeahčču					valvonta	bajilgeahčču	čuovvoleapmi	kontrolla	vákšun	bearráigeahčču	
tilsynssak	bearráigeahččanášši					valvonta-asia	bajilgeahččoásii	bearráigeahččanášši	bearráigeahččanášši	bearráigeahččanášši	bearráigeahččanášši	
tilsynsrapport	bearráigeahččančilgehus					valvontaselvitys	bajilgeahččočilgehus	bearráigeahččanraporta	kontrolla cealkámuš	bearráigeahččanraporta	bearráigeahččančielggadus	
handikap	váddu					vamma	veaidni	hedjonan	váddu	doaimmashehttejupmi	lihkohisvuohta	
skavank	váddu					vamma	vika	vealaheapmi	váddu	skábma	lihkohisvuohta	veaidni
aldersforandring	boarásmuvvanrievdadus					vanhenemismuutos	boarásmit iežáhus	ahkerievdadus	boarráseappot rievdan	ahkerievdan	boarisvuođamolsun	
aldringsprosess	boarásmuvvanproseassa					vanhenemisprosessi	boarásmit proseassa	boarásmuvvanproseassa	boarásmuvvanproseassa	boarásmuvvanproseassa	boarisvuohtaproseassa	
alderssykdom	boarisvuođa dávda					vanhuuden sairaus	boarisvuođa buohcu	boarrásiid dávda	boarrásiid dávda	boarrásiid dávda	boarrásiid buozalmasvuohta	
aldersdemens	boarisvuođa dementiija					vanhuudendementia	#boarisvuohta#dementia	boarráset demeansa	boarráset demeansa	ahkebiddemenssa	boarisvuođademeanta	
frivillighetssentral	eaktodáhtolašguovddáš					vapaaehtoiskeskus		eaktodáhtolaš guovddáš	eaktodáhtolaš guovddáš	eaktodáhtolašguovddáš	eaktodáhtolašguovddáš	
reservelager	dorvorádju					varmuusvarasto	#vissisvuohtarádju	várrehus	čoaggin	sierravuorká	sihkkarvuođarádju	
varhet	varrogásvuohta	£				varovaisuus	helläkätisyys	duođalašvuohta	várrugasat	bistevašvuohta	várrugasvuohta	várrogasvuohta
kroppsfasong	gorutmálle					vartalomalli	máttamálle	rupmaša hápmi	rumašmodealla	goruda hápmi	rumašmálle	
antistoff	cagganávnnas		vuosteávnnas			vasta-aine	cagganávnnas	antiávnnas	antiávnnas	antistoffa	vuostáiváldi	
motstandskraft	vuostálastinnákca		vuostenákca			vastustuskyky	vuosteháhkogálga	sitkatvuohta	vuostálastin	vuosteháhku	vuostemiella	
infeksjonsforsvar						vastustuskyky infektiota kohtaan	vuosteháhkogálga infekšuvnna čuoggái	njoammunsuodjalus	vuostálasvuohta njoammumii	infekšuvdnasuodji	vuostálastinnákca infekšuvdnii	
motstandsressurs						vastustusresurssit	vuosteháhkoresurssat	vuostálasvuođaresursa	vuostálasvuođaresurssat	vuostálastinresursa	vuostálasvuođaresurssat	
kontaktsykepleier	vástudivššár		vástubuohcedivššár			vastuusairaanhoitaja	#vástu#buohccidikšu	váldde oktavuođa buohccidivššáriin	buohccedivššár	gulahallanbuohccedikšu	ovddasvástádusbuohccedivššár	
mageleie						vatsa-asento	čoavjestellelmas	njuoratmánná	njuoratmánná sajádat	čáhppesleaibui	čoavjevuođus	
bukorgan						vatsaelin	čoavjeorgána	vuoiŋŋašorgána	vuoiŋŋašorgána	goaŧŧoorgaána	čoavjebávččas	
bukhinne						vatsakalvo	čoavjecuozza	njuoratmánná	njuoratmánná	bukhinne	čoavjebávččas	
magesmerte						vatsakipu	čoavjebávččas	njuoratmánnáváttut	njuoratmánná	čoavjebávččas	čoavjebávččas	
magesekk						vatsalaukku	čoavjelávka	čoavji	njuoratmánná	čoavjebassan	čoavjebávččas	
bukmuskulatur						vatsalihakset	čoavjeoaččit	vuoiŋŋašlihkadusat	vuoiŋŋašlihkadusat	čoavjebassanmuskulatuvra	čoavjebávččas	
magemuskel						vatsalihas	čoavjeoažži	vuoiŋŋašlihkadus	vuoiŋŋašlihkadus	čoavjejuvllot	čoavjebávččas	
bukvegg						vatsan seinämä	čoavjji seaidni	vuoiŋŋašseinni	vuoiŋŋašseinni	guoddalanseaidni	čoavjebávččas	
buktrykk						vatsanpaine	čoavjjedeaddu	vuoiŋŋašdeaddu	vuoiŋŋašdeaddu	vuoigŋaduodji	čoavji	
mageregion						vatsanseutu	čoavjjeguovlu	njuoratmánná guovlu	vuoiŋŋašguovlu	mageregion	čoavjebávččas	
pliktfølelse						velvollisuudentunto	geatnegasvuođadovdu	geatnegasvuođadovdu	geatnegasvuođadovdu	geatnegasvuođadovdu	geatnegasvuođadovdu	
blodfylling						verellä täyttyminen	varas dievvat	varradeavdin	deavdin varain	varrabinná	vara deavdin	
blodglukose						veren glukoosi	vara glukosa	varrasuotna	varrasuotna	varraglukosa	varra-glikosa	
blodforsyning						veren saanti	vara oažžun	varrafálaldat	varrafálaldat	varrabáddi	varrabáddi	
blodviskositet						veren viskositeetti	vara 	varraviskositehta	varraviskositehta	varravisotvuohta	varra viskositehta	
sirkulasjonsforhold						verenierron tila	*verenierron dilli	sirkulerendilit	buozalmasvuođa dilli	birravuodjendilálašvuohta	varrasohcanvuohki	
blodomløp						verenkierto	varagarvin	varrasirkulašuvdna	sirkulára	varanjárbu	varrajohtu	
blodsirkulasjon						verenkierto	varagarvin	varrasirkulašuvdna	sirkulára	varrajohtu	varrajohtu	
sirkulasjonsproblem						verenkierto-ongelma	varagarvinproblema	sirkulašuvdnaváttisvuohta	sirkulašuvdnaváttisvuohta	birravuodjenváttisvuohta	varajohtinváttisvuohta	
sirkulasjonssystem						verenkiertojärjestelmä	varagarvinvuogádat	varrasuotnavuogádat	varrasuotnavuogádat	vuogádat man birra lea sáhka	varrasuodjaleapmi	
blodtrykksfall						verenpaineen lasku	varradeaddaga rehket	varradási lassáneapmi	varradási lassáneapmi	varradeaddu njiedjan	varradeaddu njiedjan	
blodtrykksmåling						Verenpaineen mittaus	Varradeaddaga mihtideapmi	varradási mihtideapmi	Varradási mihtideapmi	varradeaddu mihtideapmi	varradeaddu mihtideapmi	
blodtrykksmåling						verenpaineen mittaus	varradeaddaga mihtideapmi	varradási mihtideapmi	varradási mihtideapmi	varradeaddu mihtideapmi	varradeaddu mihtideapmi	
blodtrykksmansjett						verenpainemansetti		varradási manšeahtta	varradási manšeahtta	varradeaddji-manšehta	varradeaddjimatseahtta	
blodtrykksapparat						verenpainemittari		varrasuotnarusttet	varradási mihtideaddji	varradeaddanapparáhta	varradeaddomihttár	
blodtilførsel						verensaanti	varaoažžun	varrafálaldat	varrafálaldat	varrabinnát	varraiskkus	
blodtransfusjon						verensiirto	varasirdin	varrasirdin	buozalmasvuohta	varradearvvašvuohta	varrasohcan	
blodsukkerverdi						verensokeriarvo		varrasuohku árvu	varrasuohku dássi	varas sohkarárvu	varrasohkarlohku	
blodsukkermåling						verensokerin mittaus	varasohkkara mihtideapmi	varrasuohku mihtideapmi	varrasuohku mihtideapmi	varrasohkarmihtideapmi	varrasohkarmihttu	
blodsukkerstigning						verensokerin nousu	varasohkkara #loktaneapmi	varrasuohku loktana	varrasuohku loktana	varrasohkarlissáneapmi	varrasohkarlogu loktaneapmi	
blodsukkernivå						verensokeritaso		varrasuohku dássi	varrasuohku dássi	varas sohkardássi	varrasohkardássi	
blodstrøm						verenvirtaus	vararávdnji	varrajohtolat	varrajohtolat	varrajođus	varrajohtu	
blodtilstrømning						verenvirtaus	vararávdnji	varrajohtolat	varrajohtolat	varrasohcan	varrajohtu	
blodverdi 	varraárvu					veriarvo	varraárvu	varraárvu	varralohku	varraárvu	varraárvu	
blodgass	varragássa					verikaasu	varragássa	varragássa	varragássa	varrabázahus	varrabázahus	
blodprøvesvar						verikoevastaus	varraiskkusdávástus	varraiskkadeami bohtosat	varraiskkadeami boađus	varraiskkusvástádus	varraiskkusvástádus	
blodmengde						verimäärä	varramearri	varravoluma	varralohku	varrabinnát	varraiskkus	
blodprøveglass						verinäytteenottoputki	#varračájánas#váldinbohcci	varraiskosa	varračájáhusruovttus	varraiskkusglássa	varraiskkusruktuvra	
blodplasma						veriplasma	varravarragolggus	varraplasma	varraplasma	varrasoabbi	varraplástma	
blodcelle						verisolu	varrasealla	varrasealla	varrasealla	varrasella	varrasella	
blodlegeme						verisolu	varrasealla	varrasealla	varrasealla	varrabiras	varrasella	
karsystem						verisuonijärjestelmä	varrasuotnavuogádat	fatnasa ortnet	vaskulára ortnet	varrasuotnasystema	varrasuotnavárra	
blodbane						verisuonisto		varrasuotna	varrasuotnavuogádat	varrabáddi	varrasuotna	
trombose						veritulppa		trombosa	emboliija	tromboza	varrastatbohku	
trombosering						veritulppien muodostumineN	tukosten muodostuminen	trombosa	varračoagganeami ráhkadeapmiN	tromboseren	varradatloguid šaddanN	
blodlager						verivarasto	varrarádju	varravurken	varračoaggin	varrabáiki	varravuorká	
blodkultur						veriviljely	varragilvin	varrakultuvra	varrakultuvra	varrakultuvra	varrabivdu	
blodvolum						verivolyymi	varravoluma	varravoluma	varravoluma	varrabinnát	varrabálggis	
nettingstruse						verkkohousut	galjatbuvssat	guollebiktasiid	neahttabiktasat	neahttainstreaŋga	fierbmebiktasat	
nettverksintervensjon						verkostotyön menetelmä	verkostotyön interventio	neahttaintervenšuvdna	neahttabarggu vuohki	Fierpmádatgaskkusteapmi	fierpmádatbargovuohki	fierbmebarggu mannolat
sammenlikningsgrunnlag						vertailuperuste	veardáduságga	buohtastahttinvuođđu	buohtastahttinvuođđu	buohtastahttinvuođđu	veardádallanvuođđu	
kollegaveiledning						vertaisohjaus		bargoskihpáriid rávven	ovttaskas olbmuid rávven	bargoskihpárbagadus	verddevuohta	
springvann						vesijohtovesi  hanavesi	čáhcejođasčáhci  	čáhcebohcci	čáhcebohcci čáhcebohcci	geađgejávri	čáhcejohtolaga kántuvra	
vannklyster						vesiperäruiske		čáhceklyster	čáhceklyster	čáhcegierdu	čáhceiskkus	
vanninnhold						vesipitoisuus	čáhcesisdoallu	čáhcesisdoallu	čáhcesisdoallu	čáhcesisdoallu	čáhcegierdu	
toalettbesøk						vessassa käynti	hivssegis galledeapmi	wc-galledeapmi	mannat wc:ii	hivssegis fitnan	hivssegis fitnan	
toalettvane						vessassakäyntitavat		wc-dábi	čáhcebohcci dábit	hivssetdáhpi	hivssegat maid galgá geavahit	
toalettrutine						vessassakäytnirutiini		wc-rutiinna	wc-rutiinna	hivssetruvtto	hivssegirutiidna	
videokonsultasjon						videovastaanotto	videovuhtiiváldin	videokonsultašuvdna	video vuostáiváldin	videokonferánsa	videobádden	
fremmedgjøring						vieraantuminen		vierisvuohta	vierisvuohta	amas dahku	vierisvuohta	
hospitering						vierailu oppimistarkoituksessa	galledeapmi oahppat ulbmilis	buohccevissui biddjon	fitnat oahppama dihte	hospiteren	lea oahppodoaimmas	
besøkshistorikk						vierailuhistoria	galledanhistorjá	galledeami historjá	galledeami historjá	guossástallanhistorjá	guossástallanmuitalus	
fremmedlegeme						vierasesine	guossediŋga	vieris rupmaš	vieris ávnnas	amasdáhpáhus	vierisdiŋga	
avvenne						vieroittaa		njuoratmánná	njuoratmánná	dábálaš	vierrun	
sinneutbrudd						vihanpurkaus	#suhttu#russun	gierdavašvuohta	vihaheapmi	suhttadeapmi	ráŋggášteapmi	
normalområde						viitealue	čujuhusguovlu	dábálaš rádji	referánsaguovlu	dábálaš oassi	referánsaguovlu	
referanseverdi						viitearvo	čujuhusárvu	referánsaárvu	referánsaárvu	čujuhusárvu	refereansaárvu	
kornvare						viljatuote	gordnebuvtta	šaddobuktagis	šaddobuktagis	gortni	šaddoávdnasat	
feilstilling						virheasento	feailastellelmas	boastut sajádat	meattáhusposišuvdna	boasttu sadji	boastto sadji	
urinproduksjon						virtantuotanto		čáhcebuvttadeapmi	fápmobuvttadeapmi	gožžaráhku	rávdnjebuvttadeapmi	
strømhastighet						virtausnopeus	rávdnjejohtilvuohta	dálá leahttu	vuovdinmearri	elrávdnjeleaktu	jođánvuohki	
urinavgang						virtsaaminen		čáhcebohcci	čáhci	gožžaráhku	gožžaráhku	
urinleder						virtsajohdin		uretera	uretera	gožžaráhku	gožžaráhku	
urinkateter						virtsakatetri	#gužža#katehtár	čáhcekatehter	čáhcekatehter	gožžaráhkošeapmi	gožžaráhkadahttin	
urinmengde						virtsamäärä	gužžamearri	čáhcevoluma	čáhcevoluma	gožžaráhku	gožžaráhku	
urinvolum						virtsan määrä	gučča #mearri	čáhcevoluma	čáhcemearri	goaŧu hivvodat	gožžaráhku mearri	
urintrykk						virtsan paine	gučča deaddu	čáhcedássi	čáhcedássi	gožžaiskkus	goaŧŧo-deaddu	
urinutskillelse						virtsaneritys	guččavuohčun	čáhcebohcci	čáhcebohcci	gožžaiskkus	gožžaiskkus	
urinutskilling						virtsaneritys	guččavuohčun	čáhcebohcci	čáhcebohcci	gožža sirren	gožžaiskkus	
urininkontinens						virtsankarkailu	virtsainkontinenssi	čáhceváttut	čáhceváttut	gožžaráhkus	guohcarássi	gužžagolgan
urininkontinens						virtsankarkailu virtsainkontinenssi	gužžagolgan gužžainkontineansa	čáhceváttut	čáhceváttut čáhceváttut	gožžaráhkus	gožžaráhku inkontinánsa	
urinlekkasje						virtsankarkailu virtsainkontinenssi	gužžagolgan gužžainkontineansa	čáhcebohcci	čáhceváttut čáhceváttut	gožžaráhku	gožžaráhku inkontinánsa	
dråpesamler						virtsankarkailusuoja  tippasuoja	gužžagolgansuodji goaikkanassuodji  	čáhcebohcciid čoaggin	čáhceváttuid suodjalus čáhcesuodjalus	deaddostávvalačoakkáldagat	gonorrea suodji	
urinsamling						virtsankeräys	#gužža#čoaggi	čáhcečoaggin	čáhcečoaggin	gožžačoaggin	guohcarássi	
poseprøve						virtsanäyte pussista	cissaiskkus busses	báhpira ovdamearka	čáhceovdamearka seahkas	seahkageahčálas	gožžaiskkus seahka siste	
urinflaske						virtsapullo	gužžabohtal	čáhcebuvtta	čáhcebuvtta	gožžaráhku	cissahoahppu	
urinpose						virtsapussi	gužžabusse	čáhci	njuoratmánná	gožžaráhku	gožžaráhku	
urinblære						virtsarakko	gužžaráhkku	čáhcebohcci	njuoratmánná	gožžaráhku	ráigi	
blæreregion						virtsarakon alue	gužžaráhku guovlu	njuoratmánná guovlu	njuoratmánná guovlu	gožžaráegiovdna	gožžaráhku guovlu	
blærekontroll						virtsarakon hallinta	gužžaráhku kontrolla	njuoratmánnábearráigeahčču	njuoratmánnábearráigeahčču	cystageahččaleapmi	gožžaoari hálddašeapmi	
blæretrening						virtsarakon harjoitus	gužžaráhku hárjehus	njuoratmáná hárjehallan	njuoratmánnáhárjehallan	ráigi hárjehallan	ráinnaslaš hárjehallan	
blærekapasitet						virtsarakon kapasiteetti	gužžaráhku #kapasitehtta	njuoratmánná kapasitehta	njuoratmánná kapasitehta	gožžaráhku kapasitehta	gožžaráhku kapasitehta	
blærehals						virtsarakon kaula	gužžaráhku čeabi	njuoratmánná	njuoratmánná	gožžaráhku bállu	gožžaráhku giegga	
blæretrykk						virtsarakon paine	gužžaráhku deaddu	njuoratmánnápressuvdna	njuoratmánnápressuvdna	cystapresepsa	gožžaráhku deaddu	
blærevolum						virtsarakon tilavuus	gužžaráhku #daddjásvuohta	njuoratmánnávoluma	njuoratmánnávoluma	goaŧŧočoahkku	gožžaráhku sáttu	
blærefylling						virtsarakon täyttyminen	gužžaráhku dievvat	njuoratmánná deavdin	njuoratmánná deavdin	vuohččecuocca	gožžarágu dievasmahttin	
blæreskade						virtsarakon vaurio  virtsarakon vamma	gužžaráhku #vaháguvvan gužžaráhku  veaidni	njuoratmánnávahágat	njuoratmánnávahágat njuoratmánnávahágat	gožža bávččas	gožžaráhku váikkuhus gožžaráhku váddu	
blærekatarr						virtsarakontulehdus	gužžaráhkovuolši	cystitis	njuoratmánnáinfekšuvdna	gožžaráhkus	gožžaoarreinfekšuvdna	
urinstråle						virtsasuihku	gužžariššu	čáhcebohcci	čáhci	gožžaráhku	guohcarássi	
urinstrøm						virtsasuihku	gužžariššu	čáhci	čáhci	gožžaráhku	guohcarássi	
urinering						virtsaus		čáhci	čáhci	gohcáhus	cissahoahppu	
virus						virus	virus	virus	virus	virus	virus	
virusanalyse						virusanalyysi	virusanaliisa	virusanalysa	virusanalysa	virusanaliisa	virusanalysa	
virussykdom						virussairaus	virusbuohcu	virusdávda	virusdávda	virusdávda	virusdávda	
lungehinne						viskeraalinen keuhkopussin lehti  keuhkon pintaan kiinnittyvä kalvo  pleura visceralis  lungekretsløp	N	pleura membrana	viscerála pleuralaš leavgamembrána mii lea čadnojuvvon njuoratmánná pleura visceralis lungekretsløp ovddabeallái	geahpesdávda	viskerálaš vuohččecuoccain plánejuvvon pleura visceralis lungecekretsløp mii darvviha vuohččecuocca geažis	
vitaminstatus						vitamiinitila	vitamiidnadilli	vitamiidnastáhtus	vitamiidnastáhtus	vitamiidnastáhtus	vitamiidnadilli	
vitamindråpe						vitamiinitippa	vitamiidnagoaikkanas	vitamiidnačuohppan	vitamiidnačuohppan	vitamiidnadássi	vitamiinna tiipa	
slapphet						voimattomuus	fámuhisvuohta	láhpponvuohta	váilevašvuohta	dušši	vuoimmehisvuohta	
sengeklær						vuodevaatteet	gávnnit	vuodjinbiktasat	vuodjinbiktasat	seaŋgabeavddit	seaŋgabeavddit	
døgnrytmeforstyrrelse						vuorokausirytmin häiriö	jándorritmma segohus	beaivválaš ritmaváttut	beaivválaš ritmaváttut	jándorritmma givssideapmi	jándortihkkahivvodat	
døgnrytmekurve						vuorokausirytmin käyrä	jándorritmma sodju	beaivválaš ritmakurva	beaivválaš ritmakurva	jándorritmaguorahallan	jándorbargu	
døgnvariasjon						vuorokausivaihtelu	jándormolsun	beaivválaš rievdan	beaivválaš rievdan	jándor rievddadeapmi	jándor molsašuddan	
døgnurin						vuorokausivirtsa	jándorgužža	24-diimmu čáhci	beaivválaš čáhci	jándorbeaivi	jándorbivttas	
døgnvolum						vuorokausivolyymi	jándorvoluma	beaivválaš sturrodat	beaivválaš sturrodat	jándorlohku	jándorávdnji	
vaktskifte						vuoronvaihto	#vuorru#molsuheapmi	gádjunveaga rievdadus	rievdadus	fákta	vurrolohku	
skiftarbeid						vuorotyö	vuorrobargu	vuorrobargu	vuorrobargu	molsahusbargu	vuorrováikkuhusbargu	
blødningssjokk						vuotosokki	suođđošohkka	hemorragiijašohkka	vuovdinšohkka	vardinšohkka	vardinsoabbá	
blødningstendens						vuototaipumus	suođđotendeansa	buozalmasvuohta	luoitima tendeansa	vardin tendeansa	varraiskkus	
livvidde						vyötärön ympärysmitta	seakkáža 	njuoratmánná viidodat	njuoratbirrasa	eallinviidodat	vuoiddadanbivttas	
minoritetshelse						vähemmistöterveys  vähemmistöjen terveys	veahádathealsa veahádagaid  healsa	unnitloguálbmogiid dearvvašvuohta	unnitloguid dearvvašvuohta unnitloguid dearvvašvuohta	vehádatdearvvuohta	vehádatdearvvašvuohta vehádagaid dearvvasvuohta	
påstandskunnskap						väitetietämys	čuoččuhusdiehtu	gáibidit máhtu	argumenterejeaddji máhttu	čuoččuhusdiehtu	nákkosgirji	
disputas						väitöstilaisuus		dutkanbargu	dutkankonferánsa	nákkus	nákkosdilálašvuohta	
skjermbrett						väliverho	gaskaláseliidni	čájáhusbáddi	juohkinbeaivi	šearbmadulkon	gaskaverrát	
fargeforandring						värimuutos	ivdneiežáhus	ivdnerievdan	ivdnerievdan	ivdnebuorideapmi	ivdnerievdadeapmi	
utmattelsessyndrom						väsymysoireyhtymä		givssideami syndroma	givssideami syndroma	duššástuvvansyndyma	šlundudansyndyngda	
toalettforhøyer						WC-istuimen koroke	*WC-beaŋkka aládas	wc-lokten	WC-sajiid lokten	hivssegadagus	hivssetstuolu láhtterátnu	
dostol						WC-tuoli		čállingoddestuollu	WC-stuollu	postkol	hivsset stuollu	
kjernetemperatur						ydinlämpötila	ađatemperatuvra	guovddáš temperatuvra	guovddáš temperatuvra	guovddášdálkkádat	atom-stašuvdna	
kjerneenhet						ydinyksikkö	ađaovttadat	guovddáš ovttadat	guovddáš ovttadat	guovddáš ovttadat	atomovttadat	
samleiestilling						yhdyntäasento	anašanstellelmas	ovttasdoaibmanposišuvdna	ovttasdoaibmanposišuvdna	oktasaš orrunsadji	ovttastuvvon posišuvdna	
samordning						yhteensovittaminen		koordineren	soabadallan	oktiiordnen	oktiiheiveheapmi	
fellesmåltid						yhteinen ateria	#oktasaš mális	oktasaš borramuš	oktasaš borramuš	oktasaš mihttomearri	oktasaš boradeapmi	
samfunnsrytme						yhteiskunnan rytmi	servoša ritma	servodatlaš ritma	servodaga ritma	servodatlaš ritma	servodatlaš ritma	
samfunnsnivå						yhteiskuntataso	searvvušdássi	servodatdásis	sosiála dássi	servodatdássi		
samlebetegnelse						yhteiskäsite		kollektiivvalaš tearbma	oktasaš doaba	čoahkkedoaba	servodatdoaba	
samvalg						yhteispäätös		ovttasválljen	oktasaš mearrádus	ovttasválljen	oktasašmearrádus	
samvalgsverktøy						yhteispäätöstä auttava väline	*yhteispäätöstä #veahkehit #gaskoapmi	ovttasválljenreaidun	reaiddu mii veahkeha oktasaš mearrádusaid dahkamis	ovttasválljenreaidu	ovttasbarggu veahkkeneavvu	
samhandlingskompetanse						yhteistyötaito	ovttasbargodáidu	vuorrováikkuhusdáiddut	ovttasbargodáiddut	ovttasbargogelbbolašvuohta	ovttasbargomáhttu	
samhandlingssituasjon						yhteistyötilanne	ovttasbargodilli	vuorrováikkuhusdilli	ovttasbargodilli	ovttasdoaibmandilálašvuohta	ovttasbargovuohki	
